user,gesture,iteration,x,y,z
0,1,3,"[-0.153229, -0.153229, -1.072602, -0.612916, 3.064578, 7.04853, 7.04853, 3.064578, 0.919373, 0.153229, -0.153229, 0.612916, 0.0, -0.459687, 0.612916]","[-1.37906, -0.766145, -2.298434, -7.354988, -8.42759, -3.217807, 2.298434, 4.29041, 0.306458, -1.37906, -1.37906, -1.37906, -2.145205, -1.072602, -0.766145]","[9.959879, 10.113108, 9.653421, 9.040505, 8.580819, 9.040505, 10.113108, 11.951855, 10.572795, 9.346964, 9.80665, 10.572795, 9.193734, 9.80665, 9.959879]"
0,1,4,"[-0.306458, -0.459687, -0.766145, 0.612916, 3.217807, 9.193734, 7.201759, 2.604892, 0.919373, 0.459687, 1.225831, 0.766145, 1.072602, 0.919373]","[-1.225831, -1.532289, -5.822699, -6.588843, -6.895301, -2.145205, 6.435614, 2.451663, -0.919373, -0.919373, -1.072602, 0.612916, -1.838747, -0.306458]","[9.653421, 9.959879, 9.346964, 8.734048, 9.346964, 9.346964, 9.959879, 11.032481, 9.959879, 9.500193, 10.266337, 9.653421, 9.193734, 9.959879]"
0,1,5,"[0.153229, 0.0, -0.459687, -0.306458, 2.604892, 7.967903, 7.814674, 3.524265, 1.685518, 0.919373, 0.766145, 0.766145, 0.306458]","[-1.072602, -1.37906, -2.298434, -7.661446, -7.354988, -1.225831, 4.29041, 4.443638, -0.612916, -0.766145, -0.459687, -1.072602, -0.766145]","[9.80665, 9.959879, 9.959879, 8.734048, 8.274362, 10.726024, 10.572795, 11.492168, 10.266337, 9.959879, 9.959879, 9.959879, 10.266337]"
0,1,6,"[-0.306458, -0.612916, -1.37906, 0.919373, 3.983952, 7.04853, 6.895301, 3.677494, 1.838747, 1.532289, 1.685518, 1.225831, 1.37906, 1.37906]","[-1.37906, -2.145205, -4.137181, -7.04853, -4.903325, -2.451663, 6.129157, 1.685518, -0.459687, -0.766145, -1.225831, -1.072602, -0.612916, -0.919373]","[9.653421, 9.80665, 9.500193, 8.580819, 8.274362, 8.580819, 10.879252, 10.419566, 10.266337, 9.500193, 9.346964, 10.266337, 10.419566, 10.113108]"
0,1,7,"[-0.459687, -0.459687, -1.072602, 0.766145, 2.451663, 4.443638, 4.137181, 2.298434, 0.459687, 0.919373, 0.612916, 0.612916, 0.459687, 0.919373]","[-0.919373, -1.37906, -3.677494, -5.056554, -5.209783, -0.919373, 3.217807, 3.524265, -0.459687, -1.072602, -1.072602, -1.225831, -0.766145, -0.766145]","[9.500193, 9.653421, 9.346964, 9.040505, 9.653421, 10.419566, 10.572795, 11.33894, 9.959879, 9.500193, 9.959879, 9.959879, 10.419566, 9.959879]"
0,1,8,"[0.766145, 0.766145, 0.459687, -0.306458, 2.604892, 6.895301, 9.500193, 4.903325, 1.225831, 1.37906, 0.919373, 1.225831, 1.685518, 1.685518, 0.919373]","[-0.919373, -1.072602, -1.37906, -6.282385, -9.040505, -5.209783, 1.072602, 4.750096, 0.0, -1.225831, -0.766145, 0.0, -0.306458, -0.306458, -0.153229]","[9.959879, 10.113108, 9.959879, 9.193734, 8.274362, 9.346964, 9.500193, 11.492168, 9.959879, 9.500193, 10.113108, 9.959879, 10.113108, 10.879252, 9.80665]"
0,1,9,"[-0.153229, 0.153229, -1.37906, 2.145205, 5.056554, 7.661446, 4.29041, 2.298434, 1.37906, 0.919373, 1.072602, 0.612916, 0.766145]","[-0.766145, -0.919373, -4.443638, -7.967903, -5.516241, 0.459687, 5.516241, 0.153229, -0.919373, -0.766145, 0.0, 0.0, 0.0]","[9.959879, 10.266337, 9.193734, 8.734048, 9.80665, 9.80665, 10.726024, 10.419566, 10.266337, 9.653421, 10.113108, 10.113108, 9.959879]"
0,1,10,"[-0.306458, -0.459687, -1.225831, 0.766145, 4.903325, 10.419566, 4.903325, 3.064578, 1.991976, 1.37906, -1.225831, 1.072602, 1.225831, 1.072602, 1.37906, 1.532289, 1.991976, 0.153229, 0.459687, 0.766145, 1.072602, 0.919373, 1.072602, 1.072602, 0.919373, 1.838747]","[-0.459687, -1.225831, -3.983952, -6.282385, -8.42759, -1.37906, 9.040505, 0.0, -1.225831, -0.766145, -1.991976, -2.298434, -0.612916, -1.37906, -1.225831, -0.612916, -0.306458, -1.838747, -2.145205, -1.225831, -0.459687, -0.766145, -0.612916, -0.612916, -0.459687, 0.0]","[9.80665, 9.959879, 9.500193, 9.040505, 7.661446, 8.887277, 12.717999, 11.492168, 9.040505, 9.653421, 12.871228, 9.040505, 10.266337, 9.80665, 10.113108, 9.80665, 10.266337, 9.653421, 9.346964, 9.653421, 9.959879, 9.959879, 10.266337, 9.959879, 9.959879, 10.879252]"
0,1,11,"[-0.153229, -0.153229, 0.306458, 0.0, 3.371036, 7.354988, 4.137181, 2.75812, 1.532289, 0.766145, 1.072602, 1.072602, 0.766145, 0.919373]","[-0.919373, -1.225831, -1.37906, -6.588843, -8.274362, -1.37906, 2.604892, 3.830723, 0.153229, -0.766145, -0.612916, -0.459687, 0.0, -0.766145]","[9.959879, 9.959879, 10.266337, 9.040505, 8.42759, 9.80665, 9.500193, 11.492168, 9.959879, 10.266337, 10.419566, 9.959879, 10.879252, 9.959879]"
0,1,12,"[0.0, 0.0, -0.306458, 0.766145, 1.991976, 7.661446, 6.129157, 1.225831, 0.919373, 0.766145, 0.153229, -1.37906, 0.0]","[-0.919373, -0.612916, -1.685518, -7.201759, -5.056554, -1.532289, 3.830723, 1.991976, -1.225831, -1.37906, -1.225831, -0.459687, -0.612916]","[9.653421, 9.653421, 10.266337, 9.959879, 8.274362, 10.879252, 11.032481, 9.500193, 9.959879, 10.113108, 9.80665, 8.42759, 10.113108]"
0,1,13,"[0.153229, -0.306458, -0.153229, 0.612916, 4.750096, 6.129157, 5.209783, 1.37906, 0.612916, 0.919373, 0.459687, 0.766145, 0.153229, 0.612916]","[-1.225831, -1.685518, -4.903325, -6.895301, -5.209783, -1.072602, 4.443638, 2.604892, -1.225831, -0.766145, -0.153229, 0.612916, -0.306458, -0.306458]","[9.500193, 10.266337, 9.500193, 8.734048, 9.959879, 9.653421, 11.032481, 10.113108, 10.419566, 9.500193, 10.113108, 10.113108, 10.266337, 9.959879]"
0,1,14,"[0.0, 0.306458, 0.0, -1.225831, 2.75812, 9.193734, 6.742072, 4.29041, 2.298434, 1.072602, 1.685518, 1.37906, 0.459687, 1.838747]","[-0.459687, -1.225831, -1.37906, -5.822699, -8.121132, -4.750096, 5.209783, 4.137181, 0.306458, -0.612916, -0.459687, -0.612916, -1.225831, 0.306458]","[9.653421, 10.266337, 9.959879, 9.959879, 8.734048, 9.193734, 9.80665, 10.266337, 10.572795, 9.500193, 10.419566, 9.80665, 10.113108, 9.959879]"
0,1,15,"[-0.459687, 0.0, 0.0, -0.612916, 1.37906, 4.903325, 7.661446, 7.04853, 3.064578, 1.991976, 1.838747, 1.37906, 1.072602, 0.766145]","[-1.225831, -1.37906, -1.37906, -6.742072, -7.04853, -3.524265, -0.459687, 0.306458, 0.153229, -1.225831, -2.145205, -1.532289, -1.37906, -1.225831]","[9.80665, 10.113108, 10.266337, 8.580819, 8.580819, 9.040505, 10.572795, 8.734048, 10.419566, 9.500193, 9.346964, 9.346964, 10.266337, 9.500193]"
0,1,16,"[-0.153229, 0.0, -1.072602, -0.153229, 3.064578, 3.064578, 5.363012, 5.056554, 2.145205, 1.072602, 0.766145, 1.37906, 0.459687, 1.532289]","[-1.225831, -1.072602, -3.217807, -5.66947, -4.596867, -2.604892, -0.459687, 4.29041, 2.75812, 0.153229, -0.306458, -0.612916, 0.0, 0.153229]","[9.959879, 9.80665, 9.500193, 9.80665, 9.346964, 9.193734, 9.653421, 8.887277, 10.113108, 9.959879, 10.113108, 10.266337, 9.959879, 10.266337]"
0,1,17,"[-0.153229, 0.0, -0.766145, -0.766145, 1.685518, 6.435614, 7.967903, 3.524265, 1.072602, 0.766145, 0.919373, 0.766145, 0.766145, 0.153229, 0.306458]","[-1.072602, -0.306458, -1.532289, -5.363012, -8.42759, -4.750096, 1.685518, 4.443638, 0.459687, -0.612916, -0.766145, -1.072602, -0.459687, -0.459687, -0.306458]","[9.959879, 10.266337, 10.266337, 9.500193, 8.580819, 9.346964, 8.734048, 11.492168, 10.419566, 10.113108, 9.959879, 10.419566, 10.113108, 9.500193, 10.113108]"
0,1,18,"[-0.153229, -0.459687, -0.459687, -1.838747, 1.37906, 3.983952, 6.742072, 4.29041, 1.685518, 0.459687, 0.766145, 0.919373, 0.459687, -0.459687, 0.0]","[-0.919373, -1.685518, -0.919373, -5.209783, -8.580819, -4.443638, 2.298434, 4.596867, 1.072602, -1.532289, -1.225831, -0.766145, -0.612916, -0.919373, -0.612916]","[9.959879, 9.959879, 9.959879, 9.653421, 9.040505, 8.887277, 10.113108, 10.879252, 10.572795, 9.653421, 9.346964, 10.419566, 10.572795, 9.500193, 9.959879]"
0,1,19,"[-0.459687, 0.0, -0.919373, -2.298434, -0.153229, 7.04853, 10.572795, 3.677494, 0.459687, 0.612916, 0.153229, 0.306458, 12.717999, 0.306458, -0.153229]","[-0.766145, -0.919373, -1.072602, -4.750096, -8.734048, -8.580819, 3.830723, 7.04853, 1.225831, -0.612916, -0.919373, -1.072602, 7.201759, -0.919373, -0.612916]","[9.80665, 9.959879, 9.500193, 9.500193, 9.500193, 8.734048, 10.113108, 11.032481, 10.879252, 9.959879, 10.113108, 10.113108, 13.94383, 10.572795, 10.113108]"
0,2,0,"[6.895301, 7.04853, 6.895301, 6.435614, 6.435614, 9.346964, 11.33894, 5.209783, -2.604892, -6.588843, -8.42759, -7.661446, -7.201759, -7.814674, -7.661446, -7.354988]","[-3.830723, -3.371036, -3.830723, -3.830723, -3.677494, -4.596867, -6.282385, -3.677494, -0.306458, 1.685518, 3.064578, 3.217807, 3.677494, 3.217807, 3.830723, 2.75812]","[6.435614, 6.742072, 6.895301, 6.742072, 7.201759, 20.685904, 17.161638, 2.75812, -3.524265, 2.145205, 5.056554, 5.363012, 5.363012, 5.516241, 6.435614, 4.443638]"
0,2,1,"[6.435614, 6.588843, 6.742072, 6.895301, 8.580819, 8.42759, 3.677494, -3.217807, -6.895301, -7.661446, -7.967903, -6.742072, -5.822699, -8.734048, -7.661446]","[-2.75812, -3.217807, -2.911349, -3.064578, -3.371036, -4.29041, -2.604892, 0.459687, 0.919373, 1.991976, 1.838747, 2.298434, 3.524265, 2.298434, 2.451663]","[7.354988, 7.354988, 6.895301, 10.419566, 19.000385, 14.403518, 5.363012, -0.766145, 1.37906, 6.282385, 6.588843, 6.435614, 4.29041, 7.201759, 6.588843]"
0,2,2,"[5.975927, 5.975927, 5.822699, 5.516241, 7.814674, 7.508216, 4.29041, -0.153229, -6.435614, -8.887277, -8.887277, -8.274362, -8.580819, -8.274362, -8.580819]","[-3.217807, -3.371036, -3.217807, -1.225831, -1.37906, -1.225831, -0.612916, -0.459687, 0.766145, 1.685518, 2.298434, 1.991976, 2.145205, 1.838747, 2.451663]","[7.661446, 7.354988, 7.508216, 10.726024, 16.548723, 16.701952, 10.266337, -1.225831, -1.991976, 2.75812, 4.137181, 4.443638, 5.209783, 5.975927, 5.363012]"
0,2,3,"[6.895301, 7.04853, 7.661446, 9.959879, 5.516241, -1.072602, -5.363012, -7.967903, -8.42759, -8.274362, -7.814674, -7.814674, -7.508216]","[-3.371036, -3.064578, -2.145205, -4.903325, -2.911349, 0.0, 1.225831, 1.532289, 1.838747, 2.298434, 2.911349, 3.064578, 2.604892]","[7.04853, 7.04853, 13.484144, 18.540699, 7.814674, 1.991976, 0.0, 4.29041, 4.903325, 5.363012, 5.66947, 5.516241, 5.363012]"
0,2,4,"[5.975927, 6.129157, 6.129157, 6.895301, 8.42759, 5.056554, -0.459687, -5.209783, -7.967903, -8.121132, -7.354988, -7.354988, -6.742072, -7.354988]","[-2.75812, -2.911349, -2.451663, 0.0, -2.911349, -3.677494, -0.919373, 0.612916, 2.451663, 1.685518, 1.838747, 3.064578, 2.75812, 2.911349]","[7.354988, 7.814674, 8.121132, 17.00841, 16.548723, 10.266337, -1.37906, 0.919373, 5.822699, 5.975927, 6.282385, 5.975927, 6.588843, 7.04853]"
0,2,5,"[5.822699, 5.822699, 5.363012, 7.354988, 9.193734, 5.363012, -1.37906, -5.822699, -8.274362, -8.42759, -7.967903, -7.967903, -8.274362, -8.734048]","[-2.75812, -2.604892, -2.911349, 1.532289, -2.75812, -3.217807, 0.919373, 0.153229, 2.298434, 2.298434, 2.604892, 2.451663, 3.524265, 3.371036]","[7.814674, 7.814674, 7.508216, 18.23424, 17.774553, 7.661446, -0.766145, 0.306458, 3.983952, 5.209783, 5.66947, 5.516241, 5.975927, 5.209783]"
0,2,6,"[6.588843, 6.588843, 6.588843, 8.580819, 7.201759, 2.75812, -1.225831, -5.516241, -7.661446, -8.274362, -8.121132, -7.967903, -7.814674, -7.661446, -7.814674]","[-3.217807, -3.677494, -2.451663, -3.830723, -5.056554, -2.75812, -1.072602, 0.612916, 1.838747, 2.145205, 2.298434, 2.75812, 2.75812, 3.217807, 2.298434]","[7.04853, 7.354988, 8.42759, 16.855181, 15.016433, 9.346964, 1.685518, 0.766145, 3.524265, 4.596867, 5.822699, 5.975927, 5.516241, 5.056554, 5.056554]"
0,2,7,"[6.129157, 6.588843, 6.435614, 7.508216, 5.66947, 2.145205, -0.766145, -3.524265, -7.04853, -8.580819, -7.814674, -7.661446, -7.967903, -7.661446]","[-3.371036, -3.064578, -3.064578, -0.766145, -2.604892, -0.766145, -3.371036, 0.306458, 1.685518, 1.991976, 3.064578, 2.911349, 2.604892, 3.983952]","[7.508216, 7.508216, 8.734048, 16.855181, 14.097059, 10.572795, 1.838747, 1.225831, 3.217807, 5.975927, 6.129157, 5.975927, 5.056554, 5.822699]"
0,2,8,"[6.435614, 7.04853, 7.04853, 8.42759, 7.661446, 4.137181, -4.443638, -6.895301, -8.121132, -8.274362, -7.814674, -7.201759, -7.354988, -7.508216, -6.895301]","[-3.677494, -3.524265, -1.991976, -1.37906, -3.217807, -1.532289, 1.532289, 1.532289, 2.145205, 2.298434, 2.75812, 2.75812, 3.217807, 3.217807, 3.983952]","[6.742072, 7.967903, 13.330915, 17.161638, 12.871228, 5.66947, -0.612916, 2.145205, 5.66947, 5.822699, 5.975927, 5.975927, 6.282385, 6.435614, 6.588843]"
