user,gesture,iteration,x,y,z
0,0,11,"[-0.19482817035027103, -0.2544695264228461, 0.8190741044230828, 1.7136940562814977, 2.3101072277770376, 1.4154872759186223, -0.4930349507131465, -0.4930349507131465, -0.7912417310760221, -0.8508826979183857, -0.6719590189308718, -0.4930349507131465, -0.6719590189308718, -0.8508826979183857, -0.4930349507131465]","[0.27577458283487905, 0.4530578575670505, 0.9849084530869238, 1.2803812204100085, 0.1575854759056452, -2.0289118453001436, -2.619856994284634, -0.5515487800080788, 0.1575854759056452, 0.27577458283487905, 0.3939633041024336, 0.4530578575670505, 0.5121524110316674, -0.019698184488205712, 0.27577458283487905]","[0.22941550403578853, 0.22941550403578853, 0.5161853519584172, 1.0897250478036746, 1.0897250478036746, -2.6382811036789264, -1.7779715599110402, 0.22941550403578853, -0.6308921682205221, 0.22941550403578853, -0.3441241918094722, 0.22941550403578853, -0.0573543438868435, 1.0897250478036746, 0.5161853519584172]"
0,0,12,"[-0.42446636853172054, -0.0621170295412274, 1.169870250075064, 2.184447453345675, 1.6771588517103695, 0.30023230944926566, -0.5694056311765326, -0.8592851023689272, -1.0042248379651244, -0.7868152345708285, -0.9317549701670258, 0.590111307690275, -0.496935763378434, -0.7868152345708285]","[0.2592748469545089, 0.4581703310157174, 1.005133480072079, 1.3532011450672323, 0.3089987990966737, -2.574988802611629, -1.779406217351894, -0.13851677018280908, 0.06037903838584993, 0.2592748469545089, 0.3089987990966737, -0.5363080628126765, 0.5078942831578821, 0.5078942831578821]","[0.4883939815253815, 0.4883939815253815, 0.12852440235600426, 0.7283070343049654, 1.2081323570062794, -1.4309088749955834, -0.9510827694364142, -0.1113878675657244, 0.12852440235600426, 0.36843745513558956, -0.1113878675657244, -2.6304733560356497, 0.9682200870845507, 0.7283070343049654]"
0,0,13,"[1.4250786672066003, 2.2752212814964645, 2.3406169000405743, 2.0136388073200253, -0.013624087196689514, -0.34060175313367563, -0.4713929902218952, -0.20981094282901888, -0.0790197057407993, -0.27520656137312866, -0.34060175313367563, -1.7139093157764185, -0.20981094282901888, -0.27520656137312866, -0.34060175313367563, -0.34060175313367563, -0.0790197057407993, -0.013624087196689514, 0.051771531347420276, -0.20981094282901888, -0.14441532428490908, -1.3215356045117597, -0.6675798458542246, -1.0599535571188832]","[1.4164996407247894, 0.8591880458104298, 0.3715408548998221, -2.345351806389311, -3.1116543401176413, -0.4644260828322605, -0.046442386646490766, 0.16254900680693712, -0.25543423473937565, 0.23221295617123208, 0.3715408548998221, -0.39476213346796557, 0.09288505744264217, -0.18577028537508067, -0.25543423473937565, -0.5340900321965555, 0.23221295617123208, 0.580532702992707, 0.30187690553552704, 0.23221295617123208, 0.16254900680693712, 2.0434747303639873, 0.23221295617123208, 0.30187690553552704]","[0.16970834603938126, 0.4474132212092677, 0.6325495025972027, -0.06171208121020136, -0.47826939396503104, 0.12342450223638977, 0.26227663776267707, 0.3548449294859724, 0.2159924919010289, 0.16970834603938126, 0.2159924919010289, -0.15428037293349667, 0.26227663776267707, 0.12342450223638977, 0.2159924919010289, 0.12342450223638977, 0.30856078362432476, 0.3548449294859724, 0.26227663776267707, 0.16970834603938126, 0.3548449294859724, -4.69012394884707, 0.3548449294859724, 0.26227663776267707]"
0,0,14,"[0.2368875081944879, 0.059222082373033606, 0.11844363331817835, 0.5922191328234165, 1.1844381207119543, 2.3096541590508752, 1.539769358847873, 0.2961094456326427, -0.47377535457035946, -0.8291065927062782, -0.8291065927062782, -0.6514407803918139, -0.6514407803918139, -1.7766572052237446, -0.8291065927062782, -0.29610954225589514]","[0.2665285527785421, 0.32050906375729976, 0.15856753082102662, 0.5904116186510884, 1.0762358651733892, 1.1302163761521469, -0.11133467178624326, -3.18822203614284, -1.460846741682149, -0.2732762047225164, -0.05735416080748552, 0.15856753082102662, 0.5364311076723307, 0.10458701984226891, 0.2665285527785421, 0.48245059669357304]","[-0.14586520922924814, -0.4375953897022981, -0.4375953897022981, 1.0210555126629384, 2.1879743306715276, 1.0210555126629384, -0.4375953897022981, 0.7293253321898917, -0.7293255701753447, -1.0210538467647907, -0.14586520922924814, 0.14586497124379846, 0.14586497124379846, -2.479704749130027, 0.14586497124379846, 0.4375951517168451]"
0,0,15,"[-0.101336822619218, -0.006333435161978908, 0.3736798046623848, 1.1337062843111125, 1.846231380235813, 2.3687497012460357, -0.5763534499008209, -0.24384190380507667, -0.6238551436294404, -0.6238551436294404, -0.48135037244817447, -0.38634698499093534, -1.5263870144686194, -0.5763534499008209, -0.5763534499008209]","[0.44930195958707786, 0.3563428707068833, 0.6816996817875645, 1.471851330601493, 1.3324130006150638, -0.7591655891877265, -2.7113052423363624, -1.4098786046813636, -0.24789090368051894, -0.015493181480032417, 0.30986332626678603, 0.26338408516055134, -0.1549318148003243, 0.26338408516055134, 0.1704249962803568]","[0.3582009300910095, 0.3582009300910095, 0.08955001336473067, 1.4328037203640318, 1.701454637090309, -0.04477456836631962, -2.4626319422707312, -1.2537036936345705, -0.17910002672945824, 0.08955001336473067, 0.3582009300910095, 0.2238754717278693, -1.1193773586393418, 0.7611773051804254, -0.31342636172468674]"
0,0,16,"[-0.42853711417772733, -0.34818633316665276, -0.10713451451707058, 1.4998805813207796, 1.3391790192986306, 2.3033878670478845, 0.8570743332321831, -0.02678373350599596, -0.8302910192331003, -0.8302910192331003, -0.8302910192331003, -0.6695894572109511, 0.053567047505078666, -1.2320443999048318, -0.7499402382220257]","[0.07963156400477582, 0.19907828638527814, 0.4976960667531926, 1.2741019059431067, 1.0352076816487752, 0.5574196228267755, -2.4287566217857153, -2.2495859535649663, -0.3384333285103044, -0.15926266028955574, 0.19907828638527814, 0.31852539853244394, 0.6171431789003583, 0.19907828638527814, 0.19907828638527814]","[-0.2934524897042276, -0.2934524897042276, -0.5523813558922395, -0.8113102220802483, 1.51904788379551, 2.2958344823595365, -1.8470256868322865, 0.4833341088597988, 0.22440524267179, -0.8113102220802483, -0.8113102220802483, -0.2934524897042276, 0.7422629750478076, 0.7422629750478076, -0.2934524897042276]"
0,0,17,"[-0.23288080210823123, -0.42001737903215686, 0.39090738054254, 1.7632414637933664, 1.7008626048187248, 1.8256203227680081, 0.8899378452440276, -0.48239623800679876, -0.8566689847590027, -0.7942905328800081, -0.6695328149307244, -0.6695328149307244, -0.8566689847590027, -0.7942905328800081, -0.7942905328800081]","[0.1440103018963002, 0.19424643847175113, 0.3951906569234965, 1.6510934156096528, 0.8473155582524965, -0.05693424440550341, -2.870156253380463, -1.5640173581188557, -0.25787879070730696, -0.10717038098095427, 0.2947183837725947, 0.4956629300743983, 0.19424643847175113, 0.34495452034804563, 0.2947183837725947]","[-0.09470308427237213, 0.6155677300928968, 0.6155677300928968, 1.0890816063364077, 2.2728662969451876, -0.568215415397544, -1.752000106006324, -1.2784877748811518, 0.6155677300928968, -0.8049723535192995, 0.6155677300928968, 0.3788107919711414, -1.0417308367593965, -0.33146002239412753, -0.33146002239412753]"
0,0,18,"[-0.3656969881734228, -0.12476739733695569, 1.1401146251789074, 2.465228750587815, 1.1401146251789074, 0.6582546573297801, 0.29686007453103097, -0.5463944761168457, -0.5463944761168457, -0.7270919640602685, -0.6668594680791275, -0.7873244600414095, -0.4259294841545638, -1.5101140187270043]","[0.3081303022237149, 0.3081303022237149, 1.3326631040334533, 0.8473581111714715, -0.3389431388955913, -1.0938622121864472, -2.8733140872870417, -0.6624800354102401, -0.12325222646248352, 0.09243903788061564, 0.5238212146568226, 0.5777440307425975, 0.7395124789999218, 0.3620531183094897]","[0.42958886777179794, -0.10108003917342633, 0.25269923212339057, 1.8447047985454985, 0.9602577747170222, -2.7544234194859816, -0.10108003917342633, -0.4548581560566803, -0.6317477917050877, -0.2779696748218337, 0.42958886777179794, 0.6064785034202054, 0.42958886777179794, -0.6317477917050877]"
0,0,19,"[-0.14156014866280406, -0.14156014866280406, 0.1011144371516592, 1.7998353500494226, 1.9818412894102702, 1.4964925137158367, 0.9504750915677874, -0.6269089243572374, -0.8089148637180849, -0.8695835101717008, -0.8695835101717008, -0.8089148637180849, -0.6269089243572374, -0.748246217264469, -0.6875775708108532]","[0.18919388929204609, 0.13564872584714638, 0.5104669666473023, 1.2065582848027143, 0.9923762332325436, -0.2927153772931952, -3.1306258133597438, -1.202988397571135, -0.2927153772931952, 0.02855770006206102, 0.18919388929204609, 0.40337594086221684, 0.6175579924323877, 0.18919388929204609, 0.45692145375475957]","[0.16701066365511777, 0.16701066365511777, 0.44536197158816954, -0.11134064427793722, 0.44536197158816954, 2.3938193105488614, -1.7814466753055775, -1.7814466753055775, -0.38969195221098896, -0.11134064427793722, 0.44536197158816954, 0.44536197158816954, -1.2247458760101475, 0.44536197158816954, 0.44536197158816954]"
0,1,0,"[-0.2648436264801103, -0.31589747831908205, -0.31589747831908205, -0.3669516633468433, -0.6222225884856497, -0.9285473654634278, 0.7562397408863257, 3.0536764011916353, 1.6752144050084496, 0.24569822379750245, -0.3669516633468433, -0.4180058483746046, -0.31589747831908205, -0.4690600334023658, -0.8264393285966948, -0.5201142184301271]","[0.04376202230876546, 0.04376202230876546, 0.13712053612220043, 0.04376202230876546, -0.14295561459453673, -1.916771946623043, -2.5702833711463846, -0.42303206994949, 1.8175783543372717, 1.257425748265581, 0.2771587637996771, 0.09044143153459104, 0.2771587637996771, 0.5572352191546304, 0.3238381730255026, 0.18379994534802596]","[0.4467490616309887, 0.21616880370478822, 0.21616880370478822, -0.24499171214761534, 0.4467490616309887, 0.6773293195571891, -1.6284717548966072, -1.6284717548966072, -2.089632270749008, -0.01441145422141489, -0.01441145422141489, -0.01441145422141489, 0.9079095774833896, 1.369070093335793, 1.5996488464537775, -0.24499171214761534]"
0,1,1,"[-0.6058600085842467, -0.6552507999343978, -0.7046415912845491, -1.099767599752575, -0.7046415912845491, 1.4191611474392185, 2.8021026605770847, 1.221598304371797, 0.08561074798468643, -0.16134320876606942, -0.21073400011622062, -0.408296843183642, -0.11195241741591822, -0.5070784258839444, -0.35890637416667415]","[0.04661859195794466, 0.23309233102544008, 0.0932371027850141, -0.6992772770343838, -2.097831689124119, -2.144450504191971, 1.072225221671907, 1.8181207864234534, 0.6992771350553519, -0.139855451350333, -0.04661842969619413, 0.2797108418525095, 0.5128033959878565, 0.3729478635066483, 8.113087529792958e-08]","[0.47583107349688586, 0.17843649082378715, 0.17843649082378715, 0.17843649082378715, -1.0111418398685974, -2.4981128123835656, -0.1189580918493081, -0.7137453163449908, 0.7732256561699811, -0.7137453163449908, 0.17843649082378715, -0.1189580918493081, 2.2601966286849495, 0.17843649082378715, 0.7732256561699811]"
0,1,2,"[-0.8181650799055855, -0.6536885228408207, -0.6536885228408207, -1.3115943932986867, 0.16869390468180992, 1.7038073638827018, 2.2520621962973912, 1.0459014934248358, -0.16025920944771957, -0.3247354087112912, -0.3795609277328794, -0.3795609277328794, -0.48921196577605597]","[0.4248698497696989, 0.4248698497696989, 0.3328149409412473, -1.0940402010894499, -2.1526742058842303, -1.6923987605887065, 1.1613112230882658, 1.4374765503424647, 0.5629526635890093, 0.10267691790906316, 0.10267691790906316, 0.1487045225155, 0.24075973172837367]","[-0.3342824783047785, -0.023877464575977152, 0.28652754915282774, -0.3342824783047785, -1.5759025332199874, -2.5071155486474717, 0.5969325628816291, 1.528147604068033, 0.5969325628816291, 0.28652754915282774, 0.5969325628816291, 0.28652754915282774, 0.5969325628816291]"
0,1,3,"[-0.5881978046663123, -0.5881978046663123, -0.9532858972957277, -0.7707420495337796, 0.6896111151949198, 2.2716604431685976, 2.2716604431685976, 0.6896111151949198, -0.16226163041440805, -0.46650164142133416, -0.5881978046663123, -0.28395739655386687, -0.5273497230438232, -0.7098939679112904, -0.28395739655386687]","[0.0874059928481467, 0.2891118010973953, -0.21515321316466862, -1.8792278589572682, -2.2322132702129247, -0.5177120900848557, 1.2976421587141513, 1.9531867759826231, 0.6420975414456799, 0.0874059928481467, 0.0874059928481467, 0.0874059928481467, -0.1647266788291994, 0.1882590615190851, 0.2891118010973953]","[0.1429173924723835, 0.3378048614684209, -0.24685754551969358, -1.0264074215038455, -1.611068556621301, -1.0264074215038455, 0.3378048614684209, 2.676453217550218, 0.9224672684565332, -0.6366312116411117, -0.051970076523656164, 0.9224672684565332, -0.8315199525078081, -0.051970076523656164, 0.1429173924723835]"
0,1,4,"[-0.7917491042819848, -0.8466228347172169, -0.9563702955876812, -0.46250672167059204, 0.470345979496695, 2.6104200340074293, 1.8970622545810711, 0.250851415871596, -0.3527596189159573, -0.5173804521058242, -0.24301215804549312, -0.4076329912353599, -0.29788588848072517, -0.3527596189159573]","[0.0551202440637944, -0.03566600542437373, -1.3066729057713422, -1.53363823324807, -1.624424482736238, -0.21723850440070985, 2.324775000049535, 1.1445546454344266, 0.14590649355196247, 0.14590649355196247, 0.1005133688078784, 0.5998374447491105, -0.1264522549125418, 0.3274786962846063]","[-0.10272830770377205, 0.4725472119561927, -0.6780019501880056, -1.8285529895079318, -0.6780019501880056, -0.6780019501880056, 0.4725472119561927, 2.486009653590333, 0.4725472119561927, -0.39036419035802483, 1.0478227316161541, -0.10272830770377205, -0.9656415871937175, 0.4725472119561927]"
0,1,5,"[-0.6651686637205464, -0.7209570384924274, -0.8883221628080703, -0.8325337880361893, 0.22744496854458573, 2.180036629220567, 2.1242482544486863, 0.5621748530909085, -0.10728528008669988, -0.3862271539461046, -0.44201516463302276, -0.44201516463302276, -0.6093802889486655]","[0.04601387616336779, -0.04601364516792616, -0.3220962091618081, -1.9325769315772308, -1.8405494102459365, 1.1549772084868389e-07, 1.6564945985787902, 1.7025080589503632, 0.18405485786623477, 0.1380410972005878, 0.23006861853188176, 0.04601387616336779, 0.1380410972005878]","[-0.24270337688395283, -0.04550704403307738, -0.04550704403307738, -1.6230764199013499, -2.214664131515252, 0.9404746202212907, 0.7432782873704152, 1.9264549975369392, 0.34888562166866893, -0.04550704403307738, -0.04550704403307738, -0.04550704403307738, 0.34888562166866893]"
0,1,6,"[-0.98719784252396, -1.1134149859831137, -1.4289574327731145, -0.48232968054522846, 0.7798413421884266, 2.0420119530641974, 1.9789033813346206, 0.6536241987292727, -0.1036782501677667, -0.22989539362692057, -0.1667868218973436, -0.35611253708607454, -0.2930039653564976, -0.2930039653564976]","[7.264680496190457e-08, -0.25973719716385074, -0.9350537596531325, -1.9220547068967782, -1.194790690445365, -0.36363210508811306, 2.545423960717539, 1.0389484738525816, 0.3116844574011687, 0.2077895494769064, 0.05194752660893613, 0.10389498057106722, 0.2597370034390375, 0.1558424345331984]","[-0.04346061302429873, 0.15935293389374605, -0.2462728363446775, -1.4631541178529486, -1.8687798880913722, -1.4631541178529486, 1.579046438722396, 0.9706071215659275, 0.7677935746478828, -0.2462728363446775, -0.44908638326272227, 0.7677935746478828, 0.9706071215659275, 0.564980027729838]"
0,1,7,"[-1.0220912472273398, -1.0220912472273398, -1.4114588444278664, -0.24335478228274554, 0.8274072217443011, 2.092852706735726, 1.8981692257713478, 0.7300651636262269, -0.4380388985188941, -0.1460133594364417, -0.34069684040081977, -0.34069684040081977, -0.4380388985188941, -0.1460133594364417]","[0.08699428253487926, -0.1053086041204942, -1.0668226190629588, -1.6437308606946763, -1.707831822913134, 0.08699428253487926, 1.817719007430032, 1.9459209318669477, 0.2792967508558499, 0.022893320316421408, 0.022893320316421408, -0.04120764190203635, 0.15109482641893424, 0.15109482641893424]","[-0.7888981687930293, -0.519519592637717, -1.0582785029728277, -1.5970409293569137, -0.519519592637717, 0.8273820782612783, 1.0967624124410766, 2.443664083340072, 0.019241075721883, -0.7888981687930293, 0.019241075721883, 0.019241075721883, 0.8273820782612783, 0.019241075721883]"
0,1,8,"[-0.5902580084948221, -0.5902580084948221, -0.7075279128745189, -1.000702673823761, 0.11336103512111992, 1.7551385484501587, 2.7519323530153423, 0.9928845526443681, -0.4143535345875157, -0.3557185823976673, -0.5316234389672124, -0.4143535345875157, -0.23844867801797043, -0.23844867801797043, -0.5316234389672124]","[0.14894312828698536, 0.10037473067018983, 0.0032379354365988594, -1.550949837402575, -2.425180360572706, -1.2109713710511005, 0.7803316633731389, 1.9459725722440429, 0.44035319702166437, 0.05180633305339438, 0.19751120893768687, 0.44035319702166437, 0.34321640178807333, 0.34321640178807333, 0.3917847994048688]","[0.11624746574000705, 0.3342119974309069, 0.11624746574000705, -0.9735751927144973, -2.281359537908464, -0.7556092385478786, -0.5376447068569788, 2.2958913601732918, 0.11624746574000705, -0.5376447068569788, 0.3342119974309069, 0.11624746574000705, 0.3342119974309069, 1.42403323340969, -0.10171706595089534]"
0,1,9,"[-0.8766673003965456, -0.7464195240504002, -1.3976579807709253, 0.10019059718934253, 1.33754362245732, 2.4446492963893536, 1.011924606602158, 0.16531448536241522, -0.22542884367602065, -0.42080050819523857, -0.35567662002216593, -0.5510478595311823, -0.4859239713581098]","[0.12697870000807965, 0.07842824425280451, -1.038238891990994, -2.1549060282347923, -1.3780943002354102, 0.5153848808588408, 2.1175594263150206, 0.41828333564615056, 0.07842824425280451, 0.12697870000807965, 0.3697325630398054, 0.3697325630398054, 0.3697325630398054]","[0.07074986662322082, 0.6839167112367884, -1.4621672449107053, -2.38191551101253, -0.23583355568356654, -0.23583355568356654, 1.6036669781571433, 0.9905001335435722, 0.6839167112367884, -0.5424169779903504, 0.3773332889300046, 0.3773332889300046, 0.07074986662322082]"
